id,title,genre,description
206,Waterworld,Action|Adventure,"<Waterworld> is a post-apocalyptic science fiction movie set in a future where the polar ice caps have melted, causing the entire Earth to be covered in water."
207,White Man's Burden,Drama,<White Man's Burden> is a 1995 drama film that explores a fictional world where African Americans are the ruling class and white Americans are oppressed.
208,Wild Bill,Western,"<Wild Bill> is a Western film that tells the story of the legendary gunslinger James Butler <Wild Bill> Hickok, who returns to his hometown of Deadwood, South Dakota, in 1876."
209,"Browning Version, The",Drama,<The Browning Version> is a 1994 British drama film about a classics teacher named Andrew Crocker-Harris who is forced to retire due to poor health.
210,Bushwhacked,Comedy,"<Bushwhacked> is a comedy film about a deliveryman named Max Grabelski, played by Daniel Stern, who is mistaken for a thief and becomes the prime suspect in a murder case."
211,Burnt By the Sun (Utomlyonnye solntsem),Drama,"<Burnt By the Sun> is a Russian film set in the 1930s, during the Stalinist era."
212,Before the Rain (Pred dozhdot),Drama,"<Before the Rain> is a Macedonian film that tells three interconnected stories about love, violence, and redemption."
213,Before Sunrise,Drama|Romance,"<Before Sunrise> is a romantic drama film about two strangers, Jesse and Celine, who meet on a train traveling through Europe."
214,Billy Madison,Comedy,<Billy Madison> is a comedy movie about a wealthy and immature man named Billy who must go back to school and pass all of his grades in order to inherit his father's company.
215,"Babysitter, The",Drama|Thriller,The movie <The Babysitter>  is a thriller about a teenage babysitter named Jennifer who takes care of a young boy named Joey.
216,Boys on the Side,Comedy|Drama,<Boys on the Side> is a 1995 comedy-drama film that follows three women who embark on a cross-country road trip together.
217,"Cure, The",Drama,"<The Cure> is a drama film released in 1995, directed by Peter Horton."
218,Castle Freak,Horror,<Castle Freak> is a horror movie directed by Stuart Gordon.
219,Circle of Friends,Drama|Romance,<Circle of Friends> is a coming-of-age drama set in 1950s Ireland.
220,Clerks,Comedy,"<Clerks> is a black-and-white comedy movie that follows a day in the life of two store clerks, Dante and Randal, who work at a convenience store and a video rental store, respectively."
221,Don Juan DeMarco,Comedy|Drama|Romance,<Don Juan DeMarco> is a romantic comedy-drama movie released in 1995.
222,Disclosure,Drama|Thriller,<Disclosure > is a movie based on the novel by Michael Crichton.
223,Dream Man,Thriller,<Dream Man> is a 1995 thriller movie directed by Rene Bonniere and starring Patsy Kensit and Daniel Baldwin.
224,Drop Zone,Action,<Drop Zone > is an action thriller movie that follows a U.
225,Destiny Turns on the Radio,Comedy,<Destiny Turns on the Radio> is a comedy film about a down-on-his-luck man named Johnny Destiny who is released from prison and heads to Las Vegas to find his ex-girlfriend.
226,Death and the Maiden,Drama|Thriller,<Death and the Maiden> is a psychological thriller movie based on the play by Ariel Dorfman.
227,Dolores Claiborne,Drama|Thriller,<Dolores Claiborne> is a psychological thriller movie based on a novel by Stephen King.
228,Dumb & Dumber,Comedy,"<Dumb & Dumber> is a comedy film about two friends, Lloyd Christmas (Jim Carrey) and Harry Dunne (Jeff Daniels), who embark on a cross-country journey to Aspen, Colorado to return a briefcase full of money to its rightful owner, who they believe is a beautiful woman named Mary Swanson (Lauren Holly)."
229,Eat Drink Man Woman,Comedy|Drama,<Eat Drink Man Woman> is a Taiwanese film directed by Ang Lee.
230,Exotica,Drama,<Exotica> is a psychological drama film directed by Atom Egoyan.
231,Exit to Eden,Comedy,<Exit to Eden> is a 1994 comedy film based on Anne Rice's novel of the same name.
232,Ed Wood,Comedy|Drama,<Ed Wood> is a biographical comedy-drama film directed by Tim Burton.
233,French Kiss,Comedy|Romance,French Kiss is a romantic comedy film released in 1995.
234,Forget Paris,Comedy|Romance,<Forget Paris> is a romantic comedy film from 1995 directed by Billy Crystal.
235,Far From Home: The Adventures of Yellow Dog,Adventure|Children's,<Far From Home: The Adventures of Yellow Dog> is a family adventure movie about a young boy named Angus who finds a stray yellow dog while on a boating trip with his father.
236,"Goofy Movie, A",Animation|Children's|Comedy|Romance,<A Goofy Movie> is a 1995 animated comedy film produced by Walt Disney Pictures.
237,Hideaway,Thriller,"<Hideaway> is a horror-thriller movie about a man named Hatch Harrison who dies for a few minutes after a car accident, but is brought back to life by doctors."
238,Fluke,Children's|Drama,<Fluke> is a movie about a successful businessman who dies in a car accident and is reincarnated as a golden retriever.
239,Farinelli: il castrato,Drama|Musical,"<Farinelli: il castrato> is a biographical drama film that tells the story of the famous castrato singer Carlo Broschi, who was known by his stage name Farinelli."
240,Gordy,Comedy,<Gordy> is a family-friendly movie released in 1995 about a pig named Gordy who goes on a journey to save his family's farm.
241,Gumby: The Movie,Animation|Children's,"<Gumby: The Movie> is an animated musical adventure film that follows the adventures of Gumby and his friends as they travel to the moon to save his dog, Lowbelly, who has been kidnapped by the Blockheads."
242,"Glass Shield, The",Crime|Drama,"<The Glass Shield> is a crime drama film released in 1994, directed by Charles Burnett."
243,Hoop Dreams,Documentary,"<Hoop Dreams> is a documentary film that follows the lives of two African American high school students, William Gates and Arthur Agee, as they pursue their dreams of becoming professional basketball players."
244,Heavenly Creatures,Drama|Fantasy|Romance|Thriller,<Heavenly Creatures> is a psychological drama film based on a true story.
245,Houseguest,Comedy,<Houseguest> is a comedy movie from 1994 about a con artist named Kevin who is on the run from the mob.
246,Immortal Beloved,Drama|Romance,"<Immortal Beloved> is a biographical drama film about the life of Ludwig van Beethoven, one of the greatest composers in history."
247,Heavyweights,Children's|Comedy,<Heavyweights> is a comedy film about a group of overweight boys who attend a summer camp for weight loss.
248,"Hunted, The",Action,<The Hunted> is a 1995 action-thriller movie directed by J.
249,I.Q.,Comedy|Romance,"<I.Q.> is a romantic comedy film from 1994 that tells the story of a brilliant but socially awkward mathematician named Albert Einstein who falls in love with a woman named Catherine Boyd. In order to win Catherine's heart, Einstein enlists the help of his friend and mechanic, Ed Walters, to teach him how to be more charming and confident. Along the way, Catherine must decide between her love for Einstein and her engagement to a wealthy businessman. The film explores themes of love, intellect, and self-discovery."
250,Interview with the Vampire,Drama|Horror,<Interview with the Vampire> is a 1994 horror-drama film based on Anne Rice's novel of the same name.
251,Jefferson in Paris,Drama,<Jefferson in Paris> is a historical drama film that follows Thomas Jefferson's life during his tenure as the United States Ambassador to France from 1784 to 1789.
252,"Jerky Boys, The",Comedy,<The Jerky Boys> is a comedy film released in 1994.
253,Junior,Comedy|Sci-Fi,<Junior> is a comedy film from 1994 starring Arnold Schwarzenegger and Danny DeVito.
254,Just Cause,Mystery|Thriller,<Just Cause > is a crime thriller movie about a successful lawyer named Paul Armstrong (played by Sean Connery) who takes on the case of a death row inmate named Bobby Earl Ferguson (played by Blair Underwood).
255,"Kid in King Arthur's Court, A",Adventure|Children's|Comedy|Fantasy|Romance,<A Kid in King Arthur's Court> is a 1995 family comedy film about a young boy named Calvin Fuller who is magically transported back in time to the medieval era of King Arthur's court.
256,Kiss of Death,Crime|Drama|Thriller,<Kiss of Death> is a crime thriller movie released in 1995.
257,Star Wars: Episode IV - A New Hope,Action|Adventure|Fantasy|Sci-Fi,<Star Wars: Episode IV - A New Hope> is the first movie in the Star Wars franchise.
258,Little Women,Drama,<Little Women> is a movie adaptation of the classic novel by Louisa May Alcott.
259,"Little Princess, A",Children's|Drama,The movie <A Little Princess> is about a young girl named Sara Crewe who is sent to a boarding school in London while her father goes off to fight in World War I.
260,Ladybird Ladybird,Drama,<Ladybird Ladybird> is a British drama film that tells the story of a single mother named Maggie and her four children.
261,"Enfer, L'",Drama,"<Enfer, L'> is a French drama film released in 1994, directed by Claude Chabrol."
262,Like Water for Chocolate (Como agua para chocolate),Drama|Romance,Like Water for Chocolate is a Mexican romantic drama film based on the novel of the same name by Laura Esquivel.
263,Legends of the Fall,Drama|Romance|War|Western,"<Legends of the Fall> is a 1994 American epic historical drama film directed by Edward Zwick and starring Brad Pitt, Anthony Hopkins, and Aidan Quinn."
264,Major Payne,Comedy,"<Major Payne> is a comedy movie released in 1994, directed by Nick Castle."
265,Little Odessa,Drama,"<Little Odessa> is a crime drama film that follows the story of Joshua Shapira, a hitman who returns to his hometown of Little Odessa, a Russian-Jewish neighborhood in New York City, to carry out a job for the Russian mafia."
266,My Crazy Life (Mi vida loca),Drama,My Crazy Life (Mi vida loca)  is a drama film directed by Allison Anders.
267,Love Affair,Drama|Romance,"<Love Affair> is a romantic drama film that tells the story of two strangers, Mike Gambril and Terry McKay, who meet on a plane and fall in love."
268,Losing Isaiah,Drama,<Losing Isaiah> is a drama film about a young African American boy named Isaiah who is born to a drug-addicted mother and is subsequently adopted by a white social worker and her husband.
269,"Madness of King George, The",Drama,The Madness of King George is a historical drama film that tells the story of King George III's deteriorating mental health and the political and personal struggles that arise as a result.
